,m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,per_end_date,per_type,per_code,per_fisc_year,per_fisc_qtr,per_cal_year,per_cal_qtr,data_type_ind,filing_type,qtr_nbr,fye_month,comp_cik,per_len,sic_code,filing_date,last_changed_date,state_incorp_name,bus_address_line_1,bus_city,bus_state_name,bus_post_code,bus_phone_nbr,bus_fax_nbr,mail_address_line_1,mail_city,mail_state_name,mail_post_code,country_name,country_code,home_exchange_name,emp_cnt,emp_pt_cnt,emp_ft_cnt,emp_other_cnt,comm_share_holder,auditor,auditor_opinion,comp_url,email_addr,nbr_shares_out,shares_out_date,officer_name_1,officer_title_1,officer_name_2,officer_title_2,officer_name_3,officer_title_3,officer_name_4,officer_title_4,officer_name_5,officer_title_5,rpt_0_date,tot_revnu,cost_good_sold,gross_profit,tot_deprec_amort,int_exp_oper,int_invst_income_oper,res_dev_exp,in_proc_res_dev_exp_aggr,tot_sell_gen_admin_exp,rental_exp_ind_broker,pension_post_retire_exp,other_oper_income_exp,tot_oper_exp,oper_income,non_oper_int_exp,int_cap,asset_wdown_impair_aggr,restruct_charge,merger_acq_income_aggr,rental_income,spcl_unusual_charge,impair_goodwill,litig_aggr,gain_loss_sale_asset_aggr,gain_loss_sale_invst_aggr,stock_div_subsid,income_loss_equity_invst_other,pre_tax_minority_int,int_invst_income,other_non_oper_income_exp,tot_non_oper_income_exp,pre_tax_income,tot_provsn_income_tax,income_aft_tax,minority_int,equity_earn_subsid,invst_gain_loss_other,other_income,income_cont_oper,income_discont_oper,income_bef_exord_acct_change,exord_income_loss,cumul_eff_acct_change,consol_net_income_loss,non_ctl_int,net_income_parent_comp,pref_stock_div_other_adj,net_income_loss_share_holder,eps_basic_cont_oper,eps_basic_discont_oper,eps_basic_acct_change,eps_basic_extra,eps_basic_consol,eps_basic_parent_comp,basic_net_eps,eps_diluted_cont_oper,eps_diluted_discont_oper,eps_diluted_acct_change,eps_diluted_extra,eps_diluted_consol,eps_diluted_parent_comp,diluted_net_eps,dilution_factor,avg_d_shares,avg_b_shares,norm_pre_tax_income,norm_aft_tax_income,ebitda,ebit,rpt_1_date,cash_sterm_invst,note_loan_rcv,rcv_est_doubt,rcv_tot,invty,prepaid_expense,def_charge_curr,def_tax_asset_curr,asset_discont_oper_curr,other_curr_asset,tot_curr_asset,gross_prop_plant_equip,tot_accum_deprec,net_prop_plant_equip,net_real_estate_misc_prop,cap_software,lterm_invst,adv_dep,lterm_rcv,invty_lterm,goodwill_intang_asset_tot,def_charge_non_curr,def_tax_asset_lterm,asset_discont_oper_lterm,pension_post_retire_asset,other_lterm_asset,tot_lterm_asset,tot_asset,note_pay,acct_pay,div_pay,other_pay,accrued_exp,other_accrued_exp,curr_portion_debt,curr_portion_cap_lease,curr_portion_tax_pay,defer_revnu_curr,defer_tax_liab_curr,liab_discont_oper_curr,other_curr_liab,tot_curr_liab,tot_lterm_debt,defer_revnu_non_curr,pension_post_retire_liab,defer_tax_liab_lterm,mand_redeem_pref_sec_subsid,pref_stock_liab,min_int,liab_disc_oper_lterm,other_non_curr_liab,tot_lterm_liab,tot_liab,tot_pref_stock,comm_stock_net,addtl_paid_in_cap,retain_earn_accum_deficit,equity_equiv,treas_stock,compr_income,def_compsn,other_share_holder_equity,tot_comm_equity,tot_share_holder_equity,tot_liab_share_holder_equity,comm_shares_out,pref_stock_shares_out,tang_stock_holder_equity,rpt_2_date,net_income_loss,tot_deprec_amort_cash_flow,other_non_cash_item,tot_non_cash_item,change_acct_rcv,change_invty,change_acct_pay,change_acct_pay_accrued_liab,change_income_tax,change_asset_liab,tot_change_asset_liab,oper_activity_other,cash_flow_oper_activity,net_change_prop_plant_equip,net_change_intang_asset,net_acq_divst,net_change_sterm_invst,net_change_lterm_invst,net_change_invst_tot,invst_activity_other,cash_flow_invst_activity,net_lterm_debt,net_curr_debt,debt_issue_retire_net_tot,net_comm_equity_issued_repurch,net_pref_equity_issued_repurch,net_tot_equity_issued_repurch,tot_comm_pref_stock_div_paid,fin_activity_other,cash_flow_fin_activity,fgn_exchange_rate_adj,disc_oper_misc_cash_flow_adj,incr_decr_cash,beg_cash,end_cash,stock_based_compsn,comm_stock_div_paid,pref_stock_div_paid,tot_deprec_amort_qd,stock_based_compsn_qd,cash_flow_oper_activity_qd,net_change_prop_plant_equip_qd,comm_stock_div_paid_qd,pref_stock_div_paid_qd,tot_comm_pref_stock_div_qd,wavg_shares_out,wavg_shares_out_diluted,eps_basic_net,eps_diluted_net
70,CHL,JPM,JPMORGAN CHASE,JPMorgan Chase & Co.,NYSE,USD,2018-12-31,A,,2018,4,2018,4,F,10-K,2018,12,19617,12,6021,2019-02-26,2019-02-26,DE,383 MADISON AVENUE,NEW YORK,NY,10179,212-270-6000,,383 MADISON AVENUE,NEW YORK,NY,10179,UNITED STATES,X1,,256105.0,,256105.0,,195417.0,PricewaterhouseCoopers LLP,Fair,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3274242000,2019-01-31,James Dimon,"Chief Executive Officer, Chairman and Director",Marianne Lake,Executive Vice President and Chief Financial Officer,Nicole Giles,Managing Director and Firmwide Controller,Linda B. Bammann,Director,James A. Bell,Director,2021-02-23,129824.0,21041.0,108783.0,,,,,,68019.0,,,,89060.0,40764.0,,,,,,,,,,,,,,,,,,40764.0,8290.0,32474.0,,,,,32474.0,,32474.0,,,32474.0,,32474.0,1765.0,30709.0,9.5613,,,,9.5613,9.5613,9.04,9.512,,,,9.512,9.512,9.0,17.0,3414.0,3396.4,40764.0,32474.0,,,2020-02-25,1014095.0,1044309.0,,,,,,,,,2058404.0,,,14934.0,,,373823.0,,,,54349.0,,,,,121022.0,564128.0,2622532.0,251596.0,1667376.0,,,,,,,,,,,144773.0,2063745.0,282031.0,,,,,,20241.0,,,302272.0,2366017.0,26068.0,4105.0,89162.0,199202.0,,60494.0,-1507.0,,-21.0,230447.0,256515.0,2622532.0,3275.7659999999996,2.6069999999999998,202166.0,2021-02-23,32474.0,7791.0,9309.0,17100.0,-14830.0,-35067.0,,14630.0,,2650.0,-32617.0,-1343.0,15614.0,,,,-123201.0,-18046.0,-141247.0,-58173.0,-199420.0,-4651.0,41891.0,37240.0,-19983.0,,-19983.0,-10109.0,27010.0,34158.0,-2863.0,,-152511.0,431304.0,278793.0,,-10109.0,,,,,,,,,3396.4,3414.0,9.04,9.0
71,CHL,JPM,JPMORGAN CHASE,JPMorgan Chase & Co.,NYSE,USD,2018-03-31,Q,,2018,1,2018,1,F,10-Q,201801,12,19617,3,6021,2018-05-02,2018-05-02,DE,270 PARK AVENUE,NEW YORK,NY,10017,212-270-6000,,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,,,,,,,,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3404777000,2018-03-31,,,,,,,,,,,2019-05-02,32290.0,4383.0,27907.0,,,,,,17245.0,,,,21628.0,10662.0,,,,,,,,,,,,,,,,,,10662.0,1950.0,8712.0,,,,,8712.0,,8712.0,,,8712.0,,8712.0,474.0,8238.0,2.5192,,,,2.5192,2.5192,2.38,2.5038,,,,2.5038,2.5038,2.37,8.415,3479.5,3458.3,10662.0,8712.0,,,2018-05-02,1074702.0,993708.0,,,,,,,,,2068410.0,,,14382.0,,,354320.0,,,,54533.0,,,,,118140.0,541375.0,2609785.0,241758.0,1679256.0,,,,,,,,,,,136537.0,2057551.0,274449.0,,,,,,21584.0,,,296033.0,2353584.0,26068.0,4105.0,89211.0,183855.0,,45954.0,-1063.0,,-21.0,230133.0,256201.0,2609785.0,3404.777,2.6069999999999998,201668.0,2019-05-02,8712.0,1797.0,1941.0,3738.0,-6719.0,-37231.0,,-90.0,,-3121.0,-47161.0,-398.0,-35109.0,,,,-49179.0,8814.0,-40365.0,-4656.0,-45021.0,-11971.0,31214.0,19243.0,-4671.0,,-4671.0,-2236.0,48253.0,60589.0,3049.0,,-16492.0,431304.0,414812.0,,-2236.0,,1797.0,,-35109.0,,-2236.0,,-2236.0,3458.3,3479.5,2.38,2.37
72,CHL,JPM,JPMORGAN CHASE,JPMorgan Chase & Co.,NYSE,USD,2018-06-30,Q,,2018,2,2018,2,F,10-Q,201802,12,19617,3,6021,2018-08-01,2018-08-01,DE,270 PARK AVE,NEW YORK,NY,10017,212-270-6000,,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,,,,,,,,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3360884000,2018-06-30,,,,,,,,,,,2019-08-06,32834.0,5081.0,27753.0,,,,,,17181.0,,,,22262.0,10572.0,,,,,,,,,,,,,,,,,,10572.0,2256.0,8316.0,,,,,8316.0,,8316.0,,,8316.0,,8316.0,436.0,7880.0,2.435,,,,2.435,2.435,2.31,2.4212,,,,2.4212,2.4212,2.29,-14.5371,3434.7,3415.2,10572.0,8316.0,,,2018-08-01,1050484.0,1010833.0,,,,,,,,,2061317.0,,,14132.0,,,341261.0,,,,54535.0,,,,,118805.0,528733.0,2590050.0,239211.0,1649106.0,,,,,,,,,,,149838.0,2038155.0,273114.0,,,,,,21323.0,,,294437.0,2332592.0,26068.0,4105.0,89392.0,189881.0,,50829.0,-1138.0,,-21.0,231390.0,257458.0,2590050.0,3360.884,2.6069999999999998,202923.0,2019-08-06,17028.0,3724.0,3770.0,7494.0,-9567.0,-42859.0,,12574.0,,18149.0,-21703.0,-2243.0,576.0,,,,-28109.0,11525.0,-16584.0,-22390.0,-38974.0,-9005.0,28547.0,19542.0,-9639.0,,-9639.0,-4716.0,8579.0,13766.0,-1492.0,,-26124.0,431304.0,405180.0,,-4716.0,,1927.0,,35685.0,,-2480.0,,-2480.0,3415.2,3434.7,2.31,2.29
73,CHL,JPM,JPMORGAN CHASE,JPMorgan Chase & Co.,NYSE,USD,2018-09-30,Q,,2018,3,2018,3,F,10-Q,201803,12,19617,3,6021,2018-10-31,2018-10-31,DE,270 PARK AVE,NEW YORK,NY,10017,212-270-6000,,270 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES,X1,,,,,,,,,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3325411000,2018-09-30,,,,,,,,,,,2019-11-04,32791.0,5531.0,27260.0,,,,,,16571.0,,,,22102.0,10689.0,,,,,,,,,,,,,,,,,,10689.0,2309.0,8380.0,,,,,8380.0,,8380.0,,,8380.0,,8380.0,432.0,7948.0,2.4822,,,,2.4822,2.4822,2.35,2.4688,,,,2.4688,2.4688,2.34,-5.3384,3394.3,3376.1,10689.0,8380.0,,,2018-10-31,1056556.0,1019982.0,,,,,,,,,2076538.0,,,14180.0,,,353832.0,,,,54697.0,,,,,115936.0,538645.0,2615183.0,246243.0,1668469.0,,,,,,,,,,,151150.0,2065862.0,270124.0,,,,,,20241.0,,,290365.0,2356227.0,27764.0,4105.0,89333.0,195180.0,,54980.0,-2425.0,,-21.0,231192.0,258956.0,2615183.0,3325.4109999999996,2.7760000000000002,204259.0,2019-11-04,25408.0,5716.0,5179.0,10895.0,-11356.0,-44427.0,,26677.0,,7145.0,-21961.0,-577.0,13765.0,,,,-19259.0,11065.0,-8194.0,-31588.0,-39782.0,-14794.0,35693.0,20899.0,-14055.0,1655.0,-12400.0,-6989.0,14809.0,16319.0,-2509.0,,-12207.0,431304.0,419097.0,,-6989.0,,1992.0,,13189.0,,-2273.0,,-2273.0,3376.1,3394.3,2.35,2.34
74,CHL,JPM,JPMORGAN CHASE,JPMorgan Chase & Co.,NYSE,USD,2018-12-31,Q,,2018,4,2018,4,F,10-Q,201804,12,19617,3,6021,2019-02-26,2019-02-26,DE,383 MADISON AVENUE,NEW YORK,NY,10179,212-270-6000,,383 MADISON AVENUE,NEW YORK,NY,10179,UNITED STATES,X1,,256105.0,,256105.0,,195417.0,PricewaterhouseCoopers LLP,Fair,www.jpmorganchase.com,JPMCinvestorrelations@jpmchase.com,3274242000,2019-01-31,James Dimon,"Chief Executive Officer, Chairman and Director",Marianne Lake,Executive Vice President and Chief Financial Officer,Nicole Giles,Managing Director and Firmwide Controller,Linda B. Bammann,Director,James A. Bell,Director,2021-02-23,31909.0,6046.0,25863.0,,,,,,17022.0,,,,23068.0,8841.0,,,,,,,,,,,,,,,,,,8841.0,1775.0,7066.0,,,,,7066.0,,7066.0,,,7066.0,,7066.0,423.0,6643.0,2.125,,,,2.125,2.125,1.99,2.1182,,,,2.1182,2.1182,1.98,28.4605,3347.3,3335.8,8841.0,7066.0,,,2020-02-25,1014095.0,1044309.0,,,,,,,,,2058404.0,,,14934.0,,,373823.0,,,,54349.0,,,,,121022.0,564128.0,2622532.0,251596.0,1667376.0,,,,,,,,,,,144773.0,2063745.0,282031.0,,,,,,20241.0,,,302272.0,2366017.0,26068.0,4105.0,89162.0,199202.0,,60494.0,-1507.0,,-21.0,230447.0,256515.0,2622532.0,3275.7659999999996,2.6069999999999998,202166.0,2021-02-23,32474.0,7791.0,9309.0,17100.0,-14830.0,-35067.0,,14630.0,,2650.0,-32617.0,-1343.0,15614.0,,,,-123201.0,-18046.0,-141247.0,-58173.0,-199420.0,-4651.0,41891.0,37240.0,-19983.0,,-19983.0,-10109.0,27010.0,34158.0,-2863.0,,-152511.0,431304.0,278793.0,,-10109.0,,2075.0,,1849.0,,-3120.0,,-3120.0,3396.4,3414.0,2.0,2.0
75,KO,KO,COCA COLA CO,CocaCola Company (The),NYSE,USD,2018-12-31,A,,2018,4,2018,4,F,10-K,2018,12,21344,12,2080,2019-02-21,2019-02-21,DE,ONE COCA COLA PLAZA,ATLANTA,GA,30313,404-676-2121,,ONE COCA COLA PLAZA,ATLANTA,GA,30313,UNITED STATES,X1,,62600.0,,62600.0,,206575.0,Ernst & Young LLP,Fair,www.coca-colacompany.com,koinvestorrelations@coca-cola.com,4275340000,2019-02-15,James R. Quincey,Chief Executive Officer and a Director,Muhtar Kent,Chairman of the Board of Directors and a Director,Kathy N. Waller,Executive Vice President and Chief Financial Officer,Mark Randazza,"Vice President, Assistant Controller and Chief Accounting Officer",Ana Bot¿n,Director,2021-02-25,34300.0,13067.0,21233.0,,,,,,11002.0,,,-1079.0,25148.0,9152.0,950.0,,,,,,,,,,,,1008.0,,689.0,-1674.0,-927.0,8225.0,1749.0,6476.0,,,,,6476.0,,6476.0,,,6476.0,42.0,6434.0,,6434.0,1.5205,,,,1.5205,1.5107,1.51,1.5064,,,,1.5064,1.4966,1.5,14.5,4299.0,4259.0,8225.0,6476.0,10238.0,9152.0,2020-02-24,16115.0,,,3685.0,3071.0,2059.0,,,,,24930.0,17611.0,8013.0,9598.0,,,20279.0,,,,21587.0,,2674.0,,,4148.0,58286.0,83216.0,13835.0,9533.0,,,,,5003.0,,411.0,,,,,28782.0,25376.0,,,2354.0,,,,,7646.0,35376.0,64158.0,,1760.0,16520.0,63234.0,,51719.0,-12814.0,,,19058.0,19058.0,83216.0,4268.0,,-2529.0,2021-02-25,6476.0,1086.0,1305.0,2391.0,,,,,,-1240.0,-1240.0,,7627.0,-1300.0,,99.0,7188.0,,7188.0,-60.0,5927.0,-2995.0,,-2995.0,-436.0,,-436.0,-6644.0,-272.0,-10347.0,-262.0,-241.0,2704.0,6373.0,9077.0,225.0,-6644.0,,,,,,,,,4259.0,4299.0,1.51,1.5
76,KO,KO,COCA COLA CO,CocaCola Company (The),NYSE,USD,2018-03-31,Q,,2018,1,2018,1,F,10-Q,201801,12,21344,3,2080,2018-05-01,2018-05-01,DE,ONE COCA COLA PLAZA,ATLANTA,GA,30313,404-676-2121,,ONE COCA COLA PLAZA,ATLANTA,GA,30313,UNITED STATES,X1,,,,,,,,,www.coca-colacompany.com,koinvestorrelations@coca-cola.com,4255263000,2018-04-27,,,,,,,,,,,2019-04-25,7626.0,2738.0,4888.0,,,,,,2541.0,,,-536.0,5815.0,1811.0,230.0,,,,,,,,,,,,142.0,,165.0,-55.0,22.0,1833.0,506.0,1327.0,,,,,1327.0,73.0,1400.0,,,1400.0,32.0,1368.0,,1368.0,0.3111,0.0171,,,0.3283,0.3208,0.32,0.3082,0.017,,,0.3251,0.3177,0.32,9.9199,4306.0,4265.0,1833.0,1327.0,2081.0,1811.0,2018-05-01,21373.0,,,3904.0,2937.0,2449.0,,,7166.0,213.0,38042.0,16347.0,8370.0,7977.0,,,22517.0,,,,17020.0,,3298.0,,,4428.0,55240.0,93282.0,14785.0,10218.0,,,,,4370.0,,579.0,,,1495.0,33.0,31480.0,29792.0,,,2314.0,,,,,8079.0,40185.0,71665.0,,1760.0,16006.0,63150.0,,51268.0,-10038.0,,,21617.0,21617.0,93282.0,4259.0,,4597.0,2019-04-25,1400.0,270.0,255.0,525.0,,,,,,-1312.0,-1312.0,,613.0,-231.0,,-180.0,1710.0,,1710.0,22.0,1321.0,806.0,,806.0,-450.0,,-450.0,,-72.0,284.0,95.0,-395.0,1918.0,6373.0,8291.0,72.0,,,270.0,72.0,613.0,-231.0,,,,4265.0,4306.0,0.32,0.32
77,KO,KO,COCA COLA CO,CocaCola Company (The),NYSE,USD,2018-06-30,Q,,2018,2,2018,2,F,10-Q,201802,12,21344,3,2080,2018-07-26,2018-07-26,DE,ONE COCA COLA PLAZA,ATLANTA,GA,30313,404-676-2121,,ONE COCA COLA PLAZA,ATLANTA,GA,30313,UNITED STATES,X1,,,,,,,,,www.coca-colacompany.com,koinvestorrelations@coca-cola.com,4252922000,2018-07-23,,,,,,,,,,,2019-07-25,9421.0,3543.0,5878.0,,,,,,2887.0,,,-225.0,6655.0,2766.0,247.0,,,,,,,,,,,,324.0,,173.0,-74.0,176.0,2942.0,611.0,2331.0,,,,,2331.0,,2331.0,,,2331.0,15.0,2316.0,,2316.0,0.5478,,,,0.5478,0.5443,0.54,0.5434,,,,0.5434,0.5399,0.54,0.6001,4290.0,4255.0,2942.0,2331.0,3049.0,2766.0,2018-07-26,19354.0,,,4565.0,2881.0,2543.0,,,6681.0,,36024.0,15972.0,8284.0,7688.0,,,21619.0,,,,16862.0,,2999.0,,,4401.0,53569.0,89593.0,14715.0,10842.0,,,,,4023.0,,362.0,,,1456.0,,31398.0,28063.0,,,2589.0,,,,,7367.0,38019.0,69417.0,,1760.0,16117.0,63808.0,,51588.0,-11774.0,,,20176.0,20176.0,89593.0,4253.0,,3314.0,2019-07-25,3731.0,553.0,595.0,1148.0,,,,,,-2193.0,-2193.0,,2686.0,-626.0,,7707.0,-4833.0,,-4833.0,6.0,2254.0,-386.0,,-386.0,-717.0,,-717.0,-1662.0,-70.0,-2835.0,-109.0,-220.0,1776.0,6373.0,8149.0,121.0,-1662.0,,283.0,49.0,2073.0,-395.0,,,,4255.0,4290.0,0.54,0.54
78,KO,KO,COCA COLA CO,CocaCola Company (The),NYSE,USD,2018-09-30,Q,,2018,3,2018,3,F,10-Q,201803,12,21344,3,2080,2018-10-30,2018-10-30,DE,ONE COCA COLA PLAZA,ATLANTA,GA,30313,404-676-2121,,ONE COCA COLA PLAZA,ATLANTA,GA,30313,UNITED STATES,X1,,,,,,,,,www.coca-colacompany.com,koinvestorrelations@coca-cola.com,4256514000,2018-10-26,,,,,,,,,,,2019-10-24,8775.0,3346.0,5429.0,,,,,,2660.0,,,-155.0,6161.0,2614.0,214.0,,,,,,,,,,,,348.0,,171.0,-546.0,-241.0,2373.0,555.0,1818.0,,,,,1818.0,,1818.0,,,1818.0,-62.0,1880.0,,1880.0,0.4273,,,,0.4273,0.4418,0.44,0.4233,,,,0.4233,0.4377,0.44,9.8,4295.0,4255.0,2373.0,1818.0,2868.0,2614.0,2018-10-30,18847.0,,,3702.0,2627.0,2066.0,,,6171.0,,33413.0,15415.0,8011.0,7404.0,,,21950.0,,,,16855.0,,2720.0,,,4535.0,53464.0,86877.0,12973.0,10317.0,,,,,6341.0,,313.0,,,1486.0,,31430.0,25523.0,,,2500.0,,,,,7246.0,35269.0,66699.0,,1760.0,16266.0,64028.0,,51720.0,-12070.0,,,20178.0,20178.0,86877.0,4256.0,,3323.0,2019-10-24,5549.0,807.0,972.0,1779.0,,,,,,-1638.0,-1638.0,,5690.0,-951.0,,756.0,4270.0,,4270.0,33.0,4108.0,-2173.0,,-2173.0,-705.0,,-705.0,-3321.0,-184.0,-6383.0,-249.0,-318.0,2848.0,6373.0,9221.0,167.0,-3321.0,,254.0,46.0,3004.0,-325.0,-1659.0,,-1659.0,4255.0,4295.0,0.44,0.44
79,KO,KO,COCA COLA CO,CocaCola Company (The),NYSE,USD,2018-12-31,Q,,2018,4,2018,4,F,10-Q,201804,12,21344,3,2080,2019-02-21,2019-02-21,DE,ONE COCA COLA PLAZA,ATLANTA,GA,30313,404-676-2121,,ONE COCA COLA PLAZA,ATLANTA,GA,30313,UNITED STATES,X1,,62600.0,,62600.0,,206575.0,Ernst & Young LLP,Fair,www.coca-colacompany.com,koinvestorrelations@coca-cola.com,4275340000,2019-02-15,James R. Quincey,Chief Executive Officer and a Director,Muhtar Kent,Chairman of the Board of Directors and a Director,Kathy N. Waller,Executive Vice President and Chief Financial Officer,Mark Randazza,"Vice President, Assistant Controller and Chief Accounting Officer",Ana Bot¿n,Director,2021-02-25,8478.0,3440.0,5038.0,,,,,,2914.0,,,-163.0,6517.0,1961.0,259.0,,,,,,,,,,,,194.0,,180.0,-999.0,-884.0,1077.0,77.0,1000.0,,,,,1000.0,,927.0,,,927.0,57.0,870.0,,870.0,0.2343,,,,0.2172,0.2038,0.2,0.2316,,,,0.2146,0.2014,0.2,-5.8201,4304.0,4262.0,1077.0,1000.0,2240.0,1961.0,2020-02-24,16115.0,,,3685.0,3071.0,2059.0,,,,,24930.0,17611.0,8013.0,9598.0,,,20279.0,,,,21587.0,,2674.0,,,4148.0,58286.0,83216.0,13835.0,9533.0,,,,,5003.0,,411.0,,,,,28782.0,25376.0,,,2354.0,,,,,7646.0,35376.0,64158.0,,1760.0,16520.0,63234.0,,51719.0,-12814.0,,,19058.0,19058.0,83216.0,4268.0,,-2529.0,2021-02-25,6476.0,1086.0,1305.0,2391.0,,,,,,-1240.0,-1240.0,,7627.0,-1300.0,,99.0,7188.0,,7188.0,-60.0,5927.0,-2995.0,,-2995.0,-436.0,,-436.0,-6644.0,-272.0,-10347.0,-262.0,-241.0,2704.0,6373.0,9077.0,225.0,-6644.0,,279.0,58.0,1937.0,-349.0,-3323.0,,-3323.0,4259.0,4299.0,0.21,0.2
80,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2018-12-31,A,,2018,4,2018,4,F,10-K,2018,12,63908,12,5812,2019-02-22,2019-02-22,DE,110 North Carpenter Street,Chicago,IL,60607,630-623-3000,,110 North Carpenter Street,Chicago,IL,60607,UNITED STATES,X1,,210000.0,,210000.0,,2150000.0,"Ernst & Young, LLP",Fair,www.aboutmcdonalds.com,,765317300,2019-01-31,Stephen J. Easterbrook,"Chief Executive Officer, President and Director","Enrique Hernandez, Jr.",Chairman of the Board and Director,Kevin M. Ozan,Corporate Executive Vice President and Chief Financial Officer,Catherine Hoovel,Corporate Vice President-Chief Accounting Officer,John J. Mulligan,Director,2021-02-23,21257.9,10425.3,10832.6,,,,,,2200.2,,,190.2,12435.3,8822.6,981.2,,,,,,,,,,,,,,,-25.3,-1006.5,7816.1,1891.8,5924.3,,,,,5924.3,,5924.3,,,5924.3,,5924.3,,5924.3,7.6128,,,,7.6128,7.6128,7.54,7.5411,,,,7.5411,7.5411,7.54,-0.8759999999999999,785.6,785.6,7816.1,5924.3,10304.6,8822.6,2020-02-26,866.0,,,2441.5,51.1,694.6,,,,,4053.2,37193.6,14350.9,22842.7,,,1202.8,,,,2331.5,,,,,2381.0,28758.0,32811.2,,1207.9,,,1283.6,253.7,,,228.3,,,,,2973.5,31075.3,627.8,,1215.5,,,,,3177.5,36096.1,39069.6,,16.6,7376.0,50487.0,,61528.5,-2609.5,,,-6258.398,-6258.4,32811.2,767.1,,-8589.902,2021-02-23,5924.3,1482.0,33.1,1515.1,-479.4,-1.9,129.4,-87.4,-33.4,,-472.7,,6966.7,-2581.3,,429.1,,,,-302.9,-2455.1,2034.9,95.9,2130.8,-4804.5,,-4804.5,-3255.9,-20.0,-5949.6,-159.8,,-1597.8,2463.8,866.0,125.1,-3255.9,,,,,,,,,778.2,785.6,7.61,7.54
81,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2018-03-31,Q,,2018,1,2018,1,F,10-Q,201801,12,63908,3,5812,2018-05-08,2018-05-08,DE,ONE MCDONALD'S PLAZA,OAK BROOK,IL,60523,630-623-3000,,ONE MCDONALD'S PLAZA,OAK BROOK,IL,60523,UNITED STATES,X1,,,,,,,,,www.aboutmcdonalds.com,,785177400,2018-03-31,,,,,,,,,,,2019-05-08,5138.9,2611.2,2527.7,,,,,,533.1,,,148.5,2995.8,2143.1,236.8,,,,,,,,,,,,,,,-18.4,-255.2,1887.9,512.5,1375.4,,,,,1375.4,,1375.4,,,1375.4,,1375.4,,1375.4,1.739,,,,1.739,1.739,1.72,1.722,,,,1.722,1.722,1.72,-1.636,798.7,798.7,1887.9,1375.4,2506.0,2143.1,2018-05-08,2468.0,,,1951.6,53.8,435.9,,,,,4909.3,37164.7,14460.7,22704.0,,,1147.4,,,,2404.8,,,,,2557.4,28813.6,33722.9,,779.9,,,1270.8,308.7,,,462.0,,,,,2821.4,30869.5,607.4,,979.9,,,,,3163.5,35620.3,38441.7,,16.6,7122.2,48396.5,,58107.6,-2146.5,,,-4718.8009999999995,-4718.8,33722.9,785.2,,-7123.601,2019-05-08,1375.4,362.9,14.1,377.0,,,,,,-107.2,-107.2,,1645.2,-481.1,,163.0,,,,-41.0,-359.1,498.1,556.0,1054.1,-1557.6,,-1557.6,-797.5,-5.2,-1306.2,24.3,,4.2,2463.8,2468.0,39.8,-797.5,,362.9,39.8,1645.2,-481.1,-797.5,,-797.5,790.9,798.7,1.74,1.72
82,MCD,MCD,MCDONALDS CORP,McDonald's Corporation,NYSE,USD,2018-06-30,Q,,2018,2,2018,2,F,10-Q,201802,12,63908,3,5812,2018-08-02,2018-08-02,DE,110 North Carpenter Street,Chicago,IL,60607,630-623-3000,,110 North Carpenter Street,Chicago,IL,60607,UNITED STATES,X1,,,,,,,,,www.aboutmcdonalds.com,,775800400,2018-06-30,,,,,,,,,,,2019-08-06,5353.9,2614.4,2739.5,,,,,,542.1,,,64.9,3091.6,2262.3,240.2,,,,,,,,,,,,,,,-4.0,-244.2,2018.1,521.8,1496.3,,,,,1496.3,,1496.3,,,1496.3,,1496.3,,1496.3,1.9183,,,,1.9183,1.9183,1.9,1.901,,,,1.901,1.901,1.9,-0.8101,787.1,787.1,2018.1,1496.3,2627.3,2262.3,2018-08-02,1623.5,,,2217.2,49.6,465.3,,,,,4355.6,36577.3,14216.1,22361.2,,,1127.6,,,,2347.2,,,,,2516.8,28352.8,32708.4,,917.9,,,1269.9,278.8,292.2,,211.5,,,,,2970.3,30687.7,606.7,,1173.1,,,,,3121.6,35589.1,38559.4,,16.6,7195.2,49106.7,,59734.5,-2435.0,,,-5851.0,-5851.0,32708.4,775.8,,-8198.198,2019-08-06,2871.7,727.9,1.7,729.6,,,,,,-617.3,-617.3,,2984.0,-1039.6,,294.6,,,,-104.9,-849.9,997.4,795.7,1793.1,-3073.1,,-3073.1,-1583.6,-6.8,-2870.4,-104.0,,-840.3,2463.8,1623.5,63.7,-1583.6,,365.0,23.9,1338.8,-558.5,-786.1,,-786.1,780.0,787.1,1.92,1.9
